NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
120	jagnenok (a) do neskol'kih mesjatsev	lak	3	č'i					č'				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	arch	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	rutl	3	gel					g				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	tsah	3	gew					g				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	tsahg	3	gew					g				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	tsahts	3	gew					g				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	kryz	3	kěl					k				domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	bud	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (a) do neskol'kih mesjatsev	hin	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	and	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	cham	3	jet'ana					j				domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	chamg	3	ret'ana					r				domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	inh	5	rot'on					r				domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	tsez	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	gin	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	bezht	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	bezhh	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	gunz	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	lak	3	sːi					sː				domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	arch	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	rutl	3	urg						u			domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	tsah	3	urg						u			domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	tsahg	3	urg						u			domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	tsahts	3	urg						u			domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	kryz	3	viq'ěr					v				domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	bud	NA	NA									domashnie zhivotnye	ovtsa	
120	jagnenok (b) ot nesk mesjatsev do goda	hin	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	and	3	išk'ol						i			domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	cham	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	chamg	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	inh	3	reɬab					r				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	tsez	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	gin	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	bezht	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	bezhh	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	gunz	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	lak	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	arch	3	baq'ari					b		do dvuh let		domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	arch	3	č'eren					č'		ot 2 do 3 let		domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	arch	4	č'eren					č'		ot 2 do 3 let		domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	rutl	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	tsah	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	tsahg	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	tsahts	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	kryz	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	bud	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja ot odnogo goda do 2-3 let	hin	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	and	3	horč'ːin					h				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	cham	3	has'im					h				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	chamg	3	hac'in					h				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	inh	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	tsez	3	aqoni					a				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	gin	3	aqana					a				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	bezht	3	ʕörk'en					ʕ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	bezhh	3	örk'en					ö				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	gunz	3	ʕork'en					ʕ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	lak	3	nuːšːa					n				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	arch	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	rutl	3	nüšej					n				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	tsah	3	nušej					n				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	tsahg	3	nušej					n				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	tsahts	3	nušej					n				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	kryz	3	xidil viq'ěr					x				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	bud	3	šeg					š				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (a) samka	hin	3	šag					š				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	and	3	rebʟa					r				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	cham	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	chamg	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	inh	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	tsez	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	gin	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	bezht	3	ʜöržö					ʜ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	bezhh	3	höržö					h				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	gunz	3	ʜoržu					ʜ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	lak	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	arch	NA	NA									domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	rutl	3	ɢarg					ɢ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	tsah	3	gonna ʁarg					g				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	tsahg	3	qʷanna					qʷ				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	tsahts	3	gonna					g				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	kryz	3	miǧil viq'ěr					m				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	bud	3	viq'er					v				domashnie zhivotnye	ovtsa	
121	ovtsa molodaja (b) samets	hin	3	vuq'ar					v				domashnie zhivotnye	ovtsa	
122	korova	and	3	ziwu					z				domashnie zhivotnye	korova	
122	korova	cham	3	zin					z				domashnie zhivotnye	korova	
122	korova	chamg	3	zini					z				domashnie zhivotnye	korova	
122	korova	inh	3	zĩje					z				domashnie zhivotnye	korova	
122	korova	tsez	3	zija					z				domashnie zhivotnye	korova	
122	korova	gin	3	ʁʷero					ʁʷ				domashnie zhivotnye	korova	
122	korova	bezht	3	wara					w				domashnie zhivotnye	korova	
122	korova	bezhh	3	wara					w				domashnie zhivotnye	korova	
122	korova	gunz	3	hɵrɵ					h				domashnie zhivotnye	korova	
122	korova	lak	3	u1l						u1			domashnie zhivotnye	korova	
122	korova	arch	3	χ1on					χ				domashnie zhivotnye	korova	
122	korova	rutl	3	zer					z				domashnie zhivotnye	korova	
122	korova	tsah	3	zer					z				domashnie zhivotnye	korova	
122	korova	tsahg	3	zär					z				domashnie zhivotnye	korova	
122	korova	tsahts	3	zer					z				domashnie zhivotnye	korova	
122	korova	kryz	3	zar // ʒar					z // ʒ				domashnie zhivotnye	korova	
122	korova	bud	3	zər					z				domashnie zhivotnye	korova	
122	korova	hin	3	lac // lucoz					l				domashnie zhivotnye	korova	
123	byk (proizvoditel')	and	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	cham	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	chamg	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	inh	3	reč'eta					r				domashnie zhivotnye	korova	
123	byk (proizvoditel')	tsez	3	gani					g				domashnie zhivotnye	korova	
123	byk (proizvoditel')	gin	3	gani					g				domashnie zhivotnye	korova	
123	byk (proizvoditel')	bezht	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	bezhh	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	gunz	3	gane					g				domashnie zhivotnye	korova	
123	byk (proizvoditel')	lak	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	arch	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	rutl	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	tsah	3	boʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	tsahg	3	buʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	tsahts	3	boʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	kryz	3	boʁa					b				domashnie zhivotnye	korova	
123	byk (proizvoditel')	bud	3	ʜani					ʜ				domashnie zhivotnye	korova	
123	byk (proizvoditel')	hin	3	buʁa					b				domashnie zhivotnye	korova	
124	vol	and	3	unso						u			domashnie zhivotnye	korova	
124	vol	cham	3	musa					m				domashnie zhivotnye	korova	
124	vol	chamg	3	musa					m				domashnie zhivotnye	korova	
124	vol	inh	3	ẽs						ẽ			domashnie zhivotnye	korova	
124	vol	tsez	3	is						i			domashnie zhivotnye	korova	
124	vol	gin	3	iš						i			domashnie zhivotnye	korova	
124	vol	bezht	3	õs						õ			domashnie zhivotnye	korova	
124	vol	bezhh	3	os						o			domashnie zhivotnye	korova	
124	vol	gunz	3	õs						õ			domashnie zhivotnye	korova	
124	vol	lak	3	nic					n				domashnie zhivotnye	korova	
124	vol	arch	3	ans						a			domashnie zhivotnye	korova	
124	vol	rutl	3	jas					j				domashnie zhivotnye	korova	
124	vol	tsah	3	jac					j				domashnie zhivotnye	korova	
124	vol	tsahg	3	jac					j				domashnie zhivotnye	korova	
124	vol	tsahts	3	jac					j				domashnie zhivotnye	korova	
124	vol	kryz	3	ʜäni					ʜ				domashnie zhivotnye	korova	
124	vol	bud	3	k'orə					k'				domashnie zhivotnye	korova	
124	vol	hin	3	lix // lixiz					l				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	and	3	ʁajč'a					ʁ		odnogo-dvuh let		domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	and	3	č'ora					č'		dvuh-chetyreh let		domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	cham	3	č'aː					č'		dvuh-chetyreh let		domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	chamg	3	č'ara					č'				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	inh	5	č'oro					č'				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	tsez	3	mešori					m				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	gin	3	meširo					m				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	bezht	3	riže					r				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	bezhh	3	riže					r				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	gunz	3	riže					r				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	lak	3	ba1rč					b				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	arch	4	χ1orč'i					χ				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	rutl	3	lɨč'					l				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	tsah	3	wɨč'e					w				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	tsahg	3	wɨč'e					w				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	tsahts	3	wuč'e					w				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	kryz	3	duga					d		posle 6 mesjatsev		domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	bud	3	novur					n				domashnie zhivotnye	korova	
125	telka (ot odnogo goda do treh let)	hin	3	somɨ					s				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	and	3	ɬedir					ɬ				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	cham	3	ɬedi					ɬ				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	chamg	3	ɬedir					ɬ				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	inh	5	miše					m				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	tsez	3	meši					m				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	gin	3	meši					m				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	bezht	3	biše					b				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	bezhh	3	biše					b				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	gunz	3	biše					b				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	lak	3	ba1rč					b		do 7 mesjatsev		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	lak	3	q'unča					q'		posle 7 mesjatsev		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	arch	4	biš					b				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	rutl	3	q'ɨq					q'		neskol'kih mesjatsev		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	rutl	3	dana					d		samets do goda		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	rutl	3	šesaj					š		samka do goda		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	tsah	3	q'ɨka					q'				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	tsahg	3	q'ɨka					q'				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	tsahts	3	q'ɨka					q'		do 6 mesjatsev		domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	kryz	3	leʜ // lěʜ					l				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	bud	3	läʜ					l				domashnie zhivotnye	korova	
126	telenok (do odnogo goda)	hin	3	läq // liqez					l				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	and	3	milča					m				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	cham	3	ʁada-č'a					ʁ		2-4 let	1	domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	chamg	3	ʁada-č'a					ʁ		2-4 let	1	domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	inh	5	q'ʷ1enu					q'ʷ				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsez	3	moʜodi					m				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	gin	3	boju					b				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	bezht	3	gane					g				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	bezhh	3	gane					g				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	gunz	3	buhido					b				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	lak	3	qː1ača					qː				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	arch	3	χː1ili					χː				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	rutl	3	čawra					č				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsah	3	dana					d		do dvuh let		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsah	3	ǯonga					ǯ		2-3 goda		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsahg	3	dana					d		do dvuh let		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsahg	3	ǯonga					ǯ		2-3 goda		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsahts	3	dana					d		do dvuh let		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	tsahts	3	ǯonga					ǯ		2-3 goda		domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	kryz	3	k'ʷarä					k'ʷ				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	bud	3	danə					d				domashnie zhivotnye	korova	
127	bychok (ot odnogo goda do treh let)	hin	3	k'uza					k'				domashnie zhivotnye	korova	
128	loshad', kon' (rodovoe nazvanie)	and	3	k'otu					k'				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	cham	3	č'atʷ					č'				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	chamg	3	č'atu					č'				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	inh	3	soro					s				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	tsez	NA	NA									domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	gin	3	gulu					g				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	bezht	3	šügö-sojra					š		"kobyla + zherebets"	1	domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	bezhh	3	šügöšörä					š			1	domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	gunz	3	šugu-sərjo					š			1	domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	lak	3	čʷu					čʷ				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	arch	3	no1š					n				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	rutl	3	hijwan // jijwan					h // j				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	tsah	3	balkan					b				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	tsahg	3	balkan					b				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	tsahts	3	balkan					b				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	kryz	3	balkän					b				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	bud	3	χila					χ				domashnie zhivotnye	loshad' i osel	
128	loshad', kon' (rodovoe nazvanie)	hin	3	pši					p				domashnie zhivotnye	loshad' i osel	
129	kobyla	and	3	iča						i			domashnie zhivotnye	loshad' i osel	
129	kobyla	cham	3	iša						i			domashnie zhivotnye	loshad' i osel	
129	kobyla	chamg	3	iča						i			domashnie zhivotnye	loshad' i osel	
129	kobyla	inh	3	ičʷa						i			domashnie zhivotnye	loshad' i osel	
129	kobyla	tsez	3	sirjo					s				domashnie zhivotnye	loshad' i osel	
129	kobyla	gin	3	šoge // šegʷe					š				domashnie zhivotnye	loshad' i osel	
129	kobyla	bezht	3	šügö					š				domashnie zhivotnye	loshad' i osel	
129	kobyla	bezhh	3	šügö					š				domashnie zhivotnye	loshad' i osel	
129	kobyla	gunz	3	šugu					š				domashnie zhivotnye	loshad' i osel	
129	kobyla	lak	3	kːʷacːa					kːʷ				domashnie zhivotnye	loshad' i osel	
129	kobyla	arch	3	gʷaci					gʷ				domashnie zhivotnye	loshad' i osel	
129	kobyla	rutl	3	χʷar					χʷ				domashnie zhivotnye	loshad' i osel	
129	kobyla	tsah	3	madjan					m				domashnie zhivotnye	loshad' i osel	
129	kobyla	tsahg	3	madyjan					m				domashnie zhivotnye	loshad' i osel	
129	kobyla	tsahts	3	madyjan					m				domashnie zhivotnye	loshad' i osel	
129	kobyla	kryz	3	χiliχ					χ				domashnie zhivotnye	loshad' i osel	
129	kobyla	bud	3	mergan					m				domashnie zhivotnye	loshad' i osel	
129	kobyla	hin	3	madjan					m				domashnie zhivotnye	loshad' i osel	
130	zherebets	and	3	čor					č				domashnie zhivotnye	loshad' i osel	
130	zherebets	cham	3	bart					b				domashnie zhivotnye	loshad' i osel	
130	zherebets	cham	3	barti					b				domashnie zhivotnye	loshad' i osel	
130	zherebets	chamg	3	barti					b				domashnie zhivotnye	loshad' i osel	
130	zherebets	inh	3	barti					b				domashnie zhivotnye	loshad' i osel	
130	zherebets	tsez	3	gulu					g				domashnie zhivotnye	loshad' i osel	
130	zherebets	gin	3	gulu					g				domashnie zhivotnye	loshad' i osel	
130	zherebets	bezht	3	sojra					s				domashnie zhivotnye	loshad' i osel	
130	zherebets	bezhh	3	sorija					s				domashnie zhivotnye	loshad' i osel	
130	zherebets	gunz	3	sərje					s				domashnie zhivotnye	loshad' i osel	
130	zherebets	lak	3	ajʁur						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	arch	NA	NA									domashnie zhivotnye	loshad' i osel	
130	zherebets	rutl	3	ajʁɨr						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	tsah	3	ajʁɨr						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	tsahg	3	ajʁɨr						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	tsahts	3	ajʁɨr						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	kryz	3	ajaʁɨr						a			domashnie zhivotnye	loshad' i osel	
130	zherebets	bud	3	vɨli					v				domashnie zhivotnye	loshad' i osel	
130	zherebets	hin	3	varja					v				domashnie zhivotnye	loshad' i osel	
131	zherebenok	and	3	taj					t				domashnie zhivotnye	loshad' i osel	
131	zherebenok	cham	3	taj					t				domashnie zhivotnye	loshad' i osel	
131	zherebenok	chamg	3	taj					t				domashnie zhivotnye	loshad' i osel	
131	zherebenok	inh	5	taj					t				domashnie zhivotnye	loshad' i osel	
131	zherebenok	tsez	3	k'eč'oli					k'				domashnie zhivotnye	loshad' i osel	
131	zherebenok	gin	3	eč'il						e			domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezht	3	ič'er						i	do goda		domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezht	3	q'aʟ-bos					q'		ot goda do 2 let	1	domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezht	3	ɬaʟ-bos					ɬ		ot 2 do 3 let	1	domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezhh	3	ič'er						i	do goda		domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezhh	3	q'aʟ-bos					q'		ot goda do 2 let	1	domashnie zhivotnye	loshad' i osel	
131	zherebenok	bezhh	3	ɬaʟ-bos					ɬ		ot 2 do 3 let	1	domashnie zhivotnye	loshad' i osel	
131	zherebenok	gunz	3	ĩč'er						ĩ			domashnie zhivotnye	loshad' i osel	
131	zherebenok	lak	3	ta1j					t				domashnie zhivotnye	loshad' i osel	
131	zherebenok	arch	4	uri						u			domashnie zhivotnye	loshad' i osel	
131	zherebenok	rutl	3	daj					d				domashnie zhivotnye	loshad' i osel	
131	zherebenok	tsah	3	urje						u			domashnie zhivotnye	loshad' i osel	
131	zherebenok	tsahg	3	urjä						u			domashnie zhivotnye	loshad' i osel	
131	zherebenok	tsahts	3	urje						u			domashnie zhivotnye	loshad' i osel	
131	zherebenok	kryz	3	t'äj					t'				domashnie zhivotnye	loshad' i osel	
131	zherebenok	bud	3	t'e					t'				domashnie zhivotnye	loshad' i osel	
131	zherebenok	hin	3	rižä					r				domashnie zhivotnye	loshad' i osel	
132	osel	and	3	hamoroχi					h				domashnie zhivotnye	loshad' i osel	
132	osel	cham	3	amaχ						a			domashnie zhivotnye	loshad' i osel	
132	osel	chamg	3	hamaχi					h				domashnie zhivotnye	loshad' i osel	
132	osel	inh	3	omoq'1e						o			domashnie zhivotnye	loshad' i osel	
132	osel	tsez	3	ʕomoj					ʕ				domashnie zhivotnye	loshad' i osel	
132	osel	gin	3	omoq'i						o			domashnie zhivotnye	loshad' i osel	
132	osel	bezht	3	irmat'o						i			domashnie zhivotnye	loshad' i osel	
132	osel	bezht	3	ãʔũ						ã			domashnie zhivotnye	loshad' i osel	
132	osel	bezhh	3	irmat'o						i			domashnie zhivotnye	loshad' i osel	
132	osel	bezhh	3	ãʔũ						ã			domashnie zhivotnye	loshad' i osel	
132	osel	gunz	3	irmət'u						i			domashnie zhivotnye	loshad' i osel	
132	osel	lak	3	tːukːu					tː				domashnie zhivotnye	loshad' i osel	
132	osel	arch	3	dogi					d				domashnie zhivotnye	loshad' i osel	
132	osel	rutl	3	jimel					j				domashnie zhivotnye	loshad' i osel	
132	osel	tsah	3	a1male						a1			domashnie zhivotnye	loshad' i osel	
132	osel	tsahg	3	a1malä						a1			domashnie zhivotnye	loshad' i osel	
132	osel	tsahts	3	a1male						a1			domashnie zhivotnye	loshad' i osel	
132	osel	kryz	3	lem					l				domashnie zhivotnye	loshad' i osel	
132	osel	bud	3	lem					l				domashnie zhivotnye	loshad' i osel	
132	osel	hin	3	hilam					h				domashnie zhivotnye	loshad' i osel	
133	oslenok	and	3	tok'išːi					t				domashnie zhivotnye	loshad' i osel	
133	oslenok	cham	3	k'ort					k'				domashnie zhivotnye	loshad' i osel	
133	oslenok	chamg	3	k'orti					k'				domashnie zhivotnye	loshad' i osel	
133	oslenok	inh	5	k'onč'i					k'				domashnie zhivotnye	loshad' i osel	
133	oslenok	tsez	3	ʕomojs k'eč'oli					ʕ		"osla zherebenok"	1	domashnie zhivotnye	loshad' i osel	
133	oslenok	gin	3	eč'il						e			domashnie zhivotnye	loshad' i osel	
133	oslenok	bezht	3	k'ert'					k'		do goda		domashnie zhivotnye	loshad' i osel	
133	oslenok	bezht	3	ʜec'o					ʜ		godovalyj		domashnie zhivotnye	loshad' i osel	
133	oslenok	bezhh	3	k'ert'					k'		do goda		domashnie zhivotnye	loshad' i osel	
133	oslenok	gunz	3	k'ert					k'				domashnie zhivotnye	loshad' i osel	
