NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
133	oslenok	lak	3	hu1k'u					h				domashnie zhivotnye	loshad' i osel	
133	oslenok	arch	4	k'e1rt					k'				domashnie zhivotnye	loshad' i osel	
133	oslenok	rutl	3	qʷ1anč'					qʷ				domashnie zhivotnye	loshad' i osel	
133	oslenok	tsah	3	ɢuduχ					ɢ				domashnie zhivotnye	loshad' i osel	
133	oslenok	tsahg	3	ɢuduʁ					ɢ				domashnie zhivotnye	loshad' i osel	
133	oslenok	tsahts	3	ɢuduʁ					ɢ				domashnie zhivotnye	loshad' i osel	
133	oslenok	kryz	3	šak'ʷaj					š				domashnie zhivotnye	loshad' i osel	
133	oslenok	bud	3	sipe					s				domashnie zhivotnye	loshad' i osel	
133	oslenok	hin	3	šunk'or					š		do goda		domashnie zhivotnye	loshad' i osel	
133	oslenok	hin	3	supa					s		godovalyj		domashnie zhivotnye	loshad' i osel	
134	mul	and	3	ɢurc'im					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	cham	3	ʁoc'ũ					ʁ				domashnie zhivotnye	loshad' i osel	
134	mul	chamg	3	χuzin					χ				domashnie zhivotnye	loshad' i osel	
134	mul	inh	3	q'urc'une					q'				domashnie zhivotnye	loshad' i osel	
134	mul	tsez	3	qʷ'erec'ni					qʷ'				domashnie zhivotnye	loshad' i osel	
134	mul	gin	3	hurc'um					h				domashnie zhivotnye	loshad' i osel	
134	mul	bezht	3	ʕürc'en					ʕ				domashnie zhivotnye	loshad' i osel	
134	mul	bezhh	3	χorc'on					χ				domashnie zhivotnye	loshad' i osel	
134	mul	gunz	3	horc'om					h				domashnie zhivotnye	loshad' i osel	
134	mul	lak	3	wirc'un					w				domashnie zhivotnye	loshad' i osel	
134	mul	arch	3	q'urc'em					q'				domashnie zhivotnye	loshad' i osel	
134	mul	rutl	3	ɢatir					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	tsah	3	ɢatir					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	tsahg	3	ɢatir					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	tsahts	3	ɢatir					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	kryz	3	ɢätɨr					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	bud	3	ɢatɨr					ɢ				domashnie zhivotnye	loshad' i osel	
134	mul	hin	3	qätir					q				domashnie zhivotnye	loshad' i osel	
135	koza	and	3	c'ːija					c'ː				domashnie zhivotnye	koza	
135	koza	cham	3	s'inaʟ					s'				domashnie zhivotnye	koza	
135	koza	chamg	3	c'inaʟu					c'				domashnie zhivotnye	koza	
135	koza	inh	3	can					c				domashnie zhivotnye	koza	
135	koza	tsez	3	ča1nja					č				domashnie zhivotnye	koza	
135	koza	gin	3	can					c				domashnie zhivotnye	koza	
135	koza	bezht	3	can					c				domashnie zhivotnye	koza	
135	koza	bezhh	3	can					c				domashnie zhivotnye	koza	
135	koza	gunz	3	can					c				domashnie zhivotnye	koza	
135	koza	lak	3	c'uku					c'				domashnie zhivotnye	koza	
135	koza	arch	3	c'aj					c'				domashnie zhivotnye	koza	
135	koza	rutl	3	c'ih					c'				domashnie zhivotnye	koza	
135	koza	tsah	3	c'eʔe					c'				domashnie zhivotnye	koza	
135	koza	tsahg	3	c'äʔ					c'				domashnie zhivotnye	koza	
135	koza	tsahts	3	c'eʔ					c'				domashnie zhivotnye	koza	
135	koza	kryz	3	c'ěʕ					c'				domashnie zhivotnye	koza	
135	koza	bud	3	c'äʕ					c'				domashnie zhivotnye	koza	
135	koza	hin	3	c'ol					c'				domashnie zhivotnye	koza	
136	kozel	and	3	t'uka					t'				domashnie zhivotnye	koza	
136	kozel	cham	3	beʔa					b				domashnie zhivotnye	koza	
136	kozel	chamg	3	bera					b				domashnie zhivotnye	koza	
136	kozel	inh	3	bera					b				domashnie zhivotnye	koza	
136	kozel	tsez	3	t'eka					t'				domashnie zhivotnye	koza	
136	kozel	gin	3	t'eka					t'				domashnie zhivotnye	koza	
136	kozel	bezht	3	t'igä					t'				domashnie zhivotnye	koza	
136	kozel	bezhh	3	t'iga					t'				domashnie zhivotnye	koza	
136	kozel	bezhh	3	t'oqči					t'				domashnie zhivotnye	koza	
136	kozel	gunz	3	t'iga					t'				domashnie zhivotnye	koza	
136	kozel	lak	3	q'1aca					q'				domashnie zhivotnye	koza	
136	kozel	arch	3	q'on					q'				domashnie zhivotnye	koza	
136	kozel	rutl	3	q'ɨn					q'				domashnie zhivotnye	koza	
136	kozel	tsah	3	q'ɨna					q'				domashnie zhivotnye	koza	
136	kozel	tsahg	3	q'ɨna					q'				domashnie zhivotnye	koza	
136	kozel	tsahts	3	q'ɨna					q'				domashnie zhivotnye	koza	
136	kozel	kryz	3	täkä					t				domashnie zhivotnye	koza	
136	kozel	bud	3	təkə					t				domashnie zhivotnye	koza	
136	kozel	hin	3	taka					t				domashnie zhivotnye	koza	
137	kozlenok	and	3	c'ːek'ir					c'ː				domashnie zhivotnye	koza	
137	kozlenok	cham	3	s'eč'i					s'				domashnie zhivotnye	koza	
137	kozlenok	chamg	NA	NA									domashnie zhivotnye	koza	
137	kozlenok	inh	5	čik'e					č				domashnie zhivotnye	koza	
137	kozlenok	tsez	3	cek'i					c				domashnie zhivotnye	koza	
137	kozlenok	gin	3	cek'e					c				domashnie zhivotnye	koza	
137	kozlenok	bezht	NA	NA									domashnie zhivotnye	koza	
137	kozlenok	bezhh	NA	NA									domashnie zhivotnye	koza	
137	kozlenok	gunz	3	čik'e					č				domashnie zhivotnye	koza	
137	kozlenok	lak	3	gada					g				domashnie zhivotnye	koza	
137	kozlenok	arch	4	motol					m				domashnie zhivotnye	koza	
137	kozlenok	rutl	3	mɨtɨl					m				domashnie zhivotnye	koza	
137	kozlenok	tsah	3	mɨswa					m		novorozhdennyj		domashnie zhivotnye	koza	
137	kozlenok	tsahg	3	mɨsɨwa					m		novorozhdennyj		domashnie zhivotnye	koza	
137	kozlenok	tsahts	3	mɨswa					m		novorozhdennyj		domashnie zhivotnye	koza	
137	kozlenok	kryz	NA	NA									domashnie zhivotnye	koza	
137	kozlenok	bud	3	til					t				domashnie zhivotnye	koza	
137	kozlenok	hin	3	bac'ɨz					b				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	and	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	cham	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	chamg	3	c'eč'ir					c'				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	inh	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	tsez	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	gin	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	bezht	3	čik'e					č				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	bezhh	3	cik'e					c				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	gunz	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	lak	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	arch	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	rutl	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	tsah	3	čepič					č				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	tsahg	3	čepič					č				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	tsahts	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	kryz	3	ʜäč'					ʜ				domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	bud	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (a) do neskol'kih mesjatsev	hin	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	and	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	cham	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	chamg	3	išan						i			domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	inh	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	tsez	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	gin	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	bezht	3	t'öq'ä					t'				domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	bezhh	3	t'öq'ä					t'				domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	gunz	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	lak	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	arch	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	rutl	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	tsah	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	tsahg	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	tsahts	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	kryz	3	kʷahär					kʷ				domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	bud	NA	NA									domashnie zhivotnye	koza	
137	kozlenok (b) ot nesk. mesjatsev do goda	hin	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	and	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	cham	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	chamg	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	inh	5	išomu						i			domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	tsez	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	gin	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	bezht	3	šämü					š				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	bezhh	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	gunz	3	šɵme					š				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	lak	3	č'ak'u					č'				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	arch	4	čama					č				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	rutl	3	mɨχ1ɨl					m				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	tsah	3	k(u)war					k				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	tsah	3	mɨχ1wa					m				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	tsahg	3	mɨχ1ɨwa					m				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	tsahts	3	kɨwar					k				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	kryz	NA	NA									domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	bud	3	küver					k				domashnie zhivotnye	koza	
138	koza molodaja (do 2-3 let)	hin	3	ʁäč'					ʁ				domashnie zhivotnye	koza	
139	sobaka	and	3	χʷoj					χʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	cham	3	χʷaj					χʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	chamg	3	χoj					χ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	inh	3	ʁʷ1ẽ					ʁʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	tsez	3	ʁʷ1aj					ʁʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	gin	3	ʁʷe					ʁʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	bezht	3	wo					w				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	bezhh	3	wo					w				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	gunz	3	wə					w				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	lak	3	kːʷačːi					kːʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	arch	3	gʷači					gʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	rutl	3	tɨla					t				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	tsah	3	χʷaː					χʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	tsahg	3	χʷajä					χʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	tsahts	3	χʷe					χʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	kryz	3	χʷar // χor					χʷ // χ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	bud	3	χor					χ				domashnie zhivotnye	prochie domashnie zhivotnye	
139	sobaka	hin	3	pχra					χ				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	and	3	geži					g				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	cham	3	čiba					č				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	chamg	3	čiba					č				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	inh	3	čiba					č				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	tsez	3	kača					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	gin	3	kača					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	bezht	3	käčä					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	bezhh	3	käča					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	gunz	3	kača					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	lak	3	guža					g				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	arch	3	guža					g				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	rutl	3	kuč					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	tsah	3	gože					g				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	tsahg	3	gʷaǯä					gʷ				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	tsahts	3	goǯe					g				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	kryz	3	käč					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	bud	3	kəč					k				domashnie zhivotnye	prochie domashnie zhivotnye	
140	suka	hin	3	kač					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	and	3	k'unc'ːi					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	cham	3	k'us'					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	chamg	3	k'unc'a					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	inh	5	k'uč'e					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	tsez	3	k'uci					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	gin	3	k'uce					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	bezht	3	k'uco					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	bezhh	3	k'uco					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	gunz	3	k'ucu					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	lak	3	quda					q				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	arch	4	k'onc'ol					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	rutl	3	c'ik'y					c'				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	tsah	3	kučuk					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	tsahg	3	kučuk					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	tsahts	3	kučuk					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	kryz	3	kurč'					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	bud	3	kurč'					k				domashnie zhivotnye	prochie domashnie zhivotnye	
141	schenok	hin	3	k'ut'a					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	and	3	gedu					g				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	cham	3	č'et'a					č'				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	chamg	3	ǯedu					ǯ				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	inh	3	k'it'					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	tsez	3	k'et'u					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	gin	3	k'et'u					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	bezht	3	gedö					g		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	bezhh	3	gedo					g		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	gunz	3	gedu					g		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	lak	3	čitu					č		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	arch	3	gatu					g				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	rutl	3	get					g		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	tsah	3	bisiː					b		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	tsahg	3	bisij					b				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	tsahts	3	bisːiː					b				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	kryz	3	gäč					g		koshka (samka)		domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	bud	3	gəč					g				domashnie zhivotnye	prochie domashnie zhivotnye	
142	koshka	hin	3	nin					n				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	and	3	ũʔecu						ũ			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	cham	3	ũča						ũ			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	chamg	3	oča						o			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	inh	3	õču						õ			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	tsez	3	onoču						o			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	gin	3	oʔocu						o			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	bezht	3	güdä					g				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	bezhh	3	güdä					g				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	gunz	3	gudo					g				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	lak	3	a1nak'i						a1			domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	arch	3	ʜeleku					ʜ		rodovoe nazvanie		domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	rutl	3	k'at'					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	tsah	3	k'at'e					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	tsahg	3	k'atä					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	tsahts	3	k'at'e					k'				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	kryz	3	kɨs					k				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	bud	3	kɨs					k				domashnie zhivotnye	prochie domashnie zhivotnye	
143	kuritsa	hin	3	kukac'					k				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	and	3	alkuci						a			domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	cham	3	berekʷ					b				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	chamg	3	ʜelaku					ʜ				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	inh	3	ʜeleku					ʜ				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	tsez	3	mamalaj					m				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	gin	3	guluči					g				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	bezht	3	mamali					m				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	bezhh	3	mamali					m				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	gunz	3	ʜeleku					ʜ				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	lak	3	ažari						a			domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	arch	3	meʟle ʜeleku					m		"samets + kuritsa"	1	domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	rutl	3	dadal					d				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	tsah	3	dadal					d				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	tsahg	3	dadal					d				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	tsahts	3	dadal					d				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	kryz	3	kupäl					k				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	bud	3	kupəl					k				domashnie zhivotnye	prochie domashnie zhivotnye	
144	petuh	hin	3	χuruz					χ				domashnie zhivotnye	prochie domashnie zhivotnye	
145	gornyj kozel, tur	and	NA	NA									zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	cham	3	ɬama					ɬ				zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	chamg	3	čãj					č				zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	inh	3	ãɬe						ã			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsez	3	aɬa						a			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	gin	3	aɬa						a			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	bezht	3	ãɬo						ã			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	bezhh	3	aɬi						a			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	gunz	3	ãɬe						ã			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	lak	3	aw						a			zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	arch	3	bos					b		samets		zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	rutl	3	ʁ1ɨrč					ʁ				zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsah	3	gadir					g		samets do 4 let		zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsah	3	wis					w		samets starshe 4 let		zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsahg	3	k'on					k'				zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsahts	3	gadir					g		samets do 4 let		zhivotnyj mir prirody	zveri	
145	gornyj kozel, tur	tsahts	3	wis					w		samets starshe 4 let		zhivotnyj mir prirody	zveri	
